,Solvent
16574,N#CC(C#N)=C1C=C(/C=C/c2ccc(N(c3ccccc3)c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)cc2)OC(/C=C/c2ccc(N(c3ccccc3)c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)cc2)=C1
16575,CCN1C(/C=C/c2ccc(N(C)C)cc2)=CC(=C(C#N)C#N)c2ccccc21
16576,CCN1C(/C=C/c2ccc(C)s2)=CC(=C(C#N)C#N)c2ccccc21
16577,CCN1C(/C=C/c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)=CC(=C(C#N)C#N)c2ccccc21
16578,CCN1C(/C=C/c2ccc(-c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)s2)=CC(=C(C#N)C#N)c2ccccc21
16579,CCN1C(/C=C/c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3c2OCCO3)=CC(=C(C#N)C#N)c2ccccc21
16580,CCN1C(/C=C/c2sc(-c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)c3c2OCCO3)=CC(=C(C#N)C#N)c2ccccc21
16581,CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3sc(/C=C/C4=CC(=C(C#N)C#N)c5ccccc5N4CC)c4c3OCCO4)cc2)cc1
16582,N#C/C(=C(/C#N)c1ccc(-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1)c1ccc(-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1
16583,CCN(CC)c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(/C(C#N)=C(\C#N)c4ccc(-c5ccc(C(=C(c6ccc(N(CC)CC)cc6)c6ccc(N(CC)CC)cc6)c6ccccc6)cc5)cc4)cc3)cc2)c2ccc(N(CC)CC)cc2)cc1
16584,CN(C)c1ccc(-c2ccc(/C(C#N)=C(\C#N)c3ccc(Br)cc3)cc2)cc1
16585,N#C/C(=C(/C#N)c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1
16586,CCCCCCCCCCCCOc1cc(/C=C/c2ccc(C(=C(C#N)C#N)C(=C(C#N)C#N)c3ccc(N(C)C)cc3)cc2)c(OCCCCCCCCCCCC)cc1/C=C/c1ccc(C(=C(C#N)C#N)C(=C(C#N)C#N)c2ccc(N(C)C)cc2)cc1
16587,CCCCN1c2ccccc2/C(=C(/C#N)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc3c(cc21)/C(=C(\C#N)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1N3CCCC
16588,CCCCCCN1c2ccccc2/C(=C(/C#N)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc3c(cc21)/C(=C(\C#N)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1N3CCCCCC
16589,CCCCCCCCN1c2ccccc2/C(=C(/C#N)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc3c(cc21)/C(=C(\C#N)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1N3CCCCCCCC
16590,CCCCC(CC)Cc1ccc(-c2c3cc(/C=C(\C#N)c4ccc(OC)cc4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(/C=C(\C#N)c4ccc(OC)cc4)sc23)s1
16591,CCCCC(CC)Cc1ccc(-c2c3cc(/C=C(\C#N)c4ccccc4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(/C=C(\C#N)c4ccccc4)sc23)s1
16592,CCCCC(CC)Cc1ccc(-c2c3cc(/C=C(\C#N)c4ccc(C(F)(F)F)cc4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(/C=C(\C#N)c4ccc(C(F)(F)F)cc4)sc23)s1
16593,CCCCC(CC)Cc1ccc(-c2c3cc(/C=C(\C#N)c4ccc(N)cc4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(/C=C(\C#N)c4ccc(N)cc4)sc23)s1
16594,CCCCCCN(CCCCCC)C1=C(C#N)c2c(c(-c3ccc(C=C(C#N)C#N)s3)c3c(c2-c2ccc(C=C(C#N)C#N)s2)CC(N(CCCCCC)CCCCCC)=C3C#N)C1
16595,N#CC(C#N)=Cc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1
16596,COc1ccc(/C(=C(\c2ccccc2)c2ccc(C=C(C#N)C#N)cc2)c2ccccc2)cc1
16597,COc1ccc(C(=C(c2ccccc2)c2ccc(C=C(C#N)C#N)cc2)c2ccc(OC)cc2)cc1
16598,COc1ccc(C(=C(c2ccc(OC)cc2)c2ccc(OC)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1
16599,COc1ccc(C(=C(c2ccccc2)c2cccc(C=C(C#N)C#N)c2)c2ccc(OC)cc2)cc1
16600,N#C/C(=C(/C#N)c1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1)c1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1
16601,N#C/C(=C(/C#N)c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(N(c3ccccc3)c3ccccc3)ccc1-2)c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(N(c3ccccc3)c3ccccc3)ccc1-2
16602,N#C/C(=C(/C#N)c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(N(c3ccccc3F)c3ccccc3F)ccc1-2)c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(N(c3ccccc3F)c3ccccc3F)ccc1-2
16603,N#C/C(=C(/C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1
16604,N#C/C(=C(/C#N)c1ccc(N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1)c1ccc(N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1
16605,N#C/C(=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1
16606,N#C/C(=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1
16607,N#C/C(=C\c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1)c1ccccc1
16608,N#C/C(=C\c1cc(N(c2ccccc2)c2ccccc2)c(/C=C(\C#N)c2ccccc2)cc1N(c1ccccc1)c1ccccc1)c1ccccc1
16609,N#C/C(=C\c1cc(N(c2ccccc2)c2ccccc2)c(/C=C(\C#N)c2ccc(F)cc2)cc1N(c1ccccc1)c1ccccc1)c1ccc(F)cc1
16610,N#C/C(=C\c1cc(N(c2ccccc2)c2ccccc2)c(/C=C(\C#N)c2ccc(C(F)(F)F)cc2)cc1N(c1ccccc1)c1ccccc1)c1ccc(C(F)(F)F)cc1
16611,N#C/C(=C\c1cc(N(c2ccccc2)c2ccccc2)c(/C=C(\C#N)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1N(c1ccccc1)c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
16612,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2cc(/C=C(\C#N)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c(N(c3ccc(C(C)(C)C)cc3)c3ccc(C(C)(C)C)cc3)cc2/C=C(\C#N)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1
16613,O=C1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2C(=O)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21
16614,O=C1c2ccccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21
16616,O=Cc1ccc(N(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1
16617,O=Cc1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1
16618,N#CC(C#N)=Cc1ccc(N(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1
16619,N#CC(C#N)=Cc1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1
16620,N#C/C(=C\c1ccc(N(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(/C(C#N)=C/c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1
16621,N#C/C(=C\c1ccc(N(c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2)cc1)c1ccc(/C(C#N)=C/c2ccc(N(c3ccc(N4c5ccccc5Sc5ccccc54)cc3)c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2)cc1
16622,N#C/C(=C\c1ccc(N(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccc(/C(C#N)=C/c2ccc(N(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1
16623,CC(C)(C)CC(C)(C)c1ccc(N(c2ccc(N(c3ccc(/C=C/c4ccc(-c5nc(-c6ccccc6)nc(-c6ccccc6)n5)cc4)cc3)c3ccc(N(c4ccc(C(C)(C)CC(C)(C)C)cc4)c4ccc(C(C)(C)CC(C)(C)C)cc4)cc3)cc2)c2ccc(C(C)(C)CC(C)(C)C)cc2)cc1
16624,Cc1cn(CCCCCCOc2ccc(/C=C/c3ccc(-c4nc(-c5ccc(/C=C/c6ccc(OCCCCCCn7cc(C)c(=O)[nH]c7=O)cc6)cc5)nc(-c5ccc(/C=C/c6ccc(N(c7ccc(N(c8ccccc8)c8ccccc8)cc7)c7ccc(N(c8ccccc8)c8ccccc8)cc7)cc6)cc5)n4)cc3)cc2)c(=O)[nH]c1=O
16625,CCCCCCCCOc1ccc(N(c2ccc(OCCCCCCCC)cc2)c2ccc(-c3c4c(c(-c5ccc(N(c6ccc(OCCCCCCCC)cc6)c6ccc(OCCCCCCCC)cc6)cc5)c5nsnc35)N=S=N4)cc2)cc1
16626,c1ccc(C(=C(c2ccccc2)c2ccc(-c3c4nccnc4c(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)c2ccccc2)cc1
16627,COc1ccc(C(=C(c2ccccc2)c2ccc(-c3c4nccnc4c(-c4ccc(C(=C(c5ccc(OC)cc5)c5ccc(OC)cc5)c5ccccc5)cc4)c4nsnc34)cc2)c2ccc(OC)cc2)cc1
16628,c1ccc(C(=C(c2ccccc2)c2ccc(-c3c4c(c(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c5nsnc35)N=S=N4)cc2)c2ccccc2)cc1
16629,COc1ccc(C(=C(c2ccccc2)c2ccc(-c3c4c(c(-c5ccc(C(=C(c6ccc(OC)cc6)c6ccc(OC)cc6)c6ccccc6)cc5)c5nsnc35)N=S=N4)cc2)c2ccc(OC)cc2)cc1
16630,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)cc1
16631,C(#Cc1ccc(C#Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1
16633,Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1
16634,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4n[se]nc34)cc2)cc1
16635,c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1
16636,C1=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)CCC(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=C1
16637,CCCCCCN1c2ccc(-c3ccc(-c4ccccc4)c4nsnc34)cc2Sc2cc(-c3ccc(-c4ccccc4)c4nsnc34)ccc21
16638,C[Si]1(C)C(c2ccc(-c3ccccc3)c3c2N=S=N3)=C(c2ccccc2)C(c2ccccc2)=C1c1ccc(-c2ccccc2)c2c1N=S=N2
16639,C[Si]1(C)C(c2ccc(-c3cccs3)c3c2N=S=N3)=C(c2ccccc2)C(c2ccccc2)=C1c1ccc(-c2cccs2)c2c1N=S=N2
16640,CCCCCCCCOc1ccc(N(c2ccc(OCCCCCCCC)cc2)c2ccc(-c3ccc(C4=C(c5ccccc5)C(c5ccccc5)=C(c5ccc(-c6ccc(N(c7ccc(OCCCCCCCC)cc7)c7ccc(OCCCCCCCC)cc7)cc6)c6c5N=S=N6)[Si]4(C)C)c4c3N=S=N4)cc2)cc1
16641,C[Si]1(C)C(c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)s3)c3c2N=S=N3)=C(c2ccccc2)C(c2ccccc2)=C1c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)s2)c2c1N=S=N2
16642,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3ccc(-c4ccc(C5=C(c6ccccc6)C(c6ccccc6)=C(c6ccc(-c7ccc(-c8ccc9c(c8)C(CCCCCCCC)(CCCCCCCC)c8ccccc8-9)s7)c7c6N=S=N7)[Si]5(C)C)c5c4N=S=N5)s3)cc21
16643,C(=C/c1ccc(/C=C/c2ccc(N(c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2nsnc12)\c1ccc(N(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1
16644,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)c2ccccc2)cc1
16645,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c5nsnc45)s3)cc2)c2ccccc2)cc1
16646,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)s5)c5nsnc45)s3)cc2)c2ccccc2)cc1
16647,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5sc(-c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)cc5-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c5nsnc45)s3)cc2)c2ccccc2)cc1
16648,c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)cc5)c5nsnc45)cc3)cc2)c2ccccc2)cc1
16649,c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccc(-c4ccc(-c5ccc(N(c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)c6cccc7ccccc67)cc5)c5nsnc45)cc3)c3cccc4ccccc34)cc2)c2ccccc2)cc1
16650,c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(-c4cnc(-c5ccc(N(c6ccccc6)c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)cc5)c5nsnc45)cc3)cc2)c2ccccc2)cc1
16651,O=C(O)c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1
16652,CCCCCCOc1cc(C=C2C(=O)NC(=O)NC2=O)c(OCCCCCC)cc1C#Cc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1
16653,CCCCN(CCCC)c1ccc(/C=C/c2ccc3c(/C=C/c4ccncc4)c4cc(/C=C/c5ccc(N(CCCC)CCCC)cc5)ccc4c(/C=C/c4ccncc4)c3c2)cc1
16654,CCCCCCN1C(=O)c2cc(C#Cc3ccncc3)c3c4c(cc(C#Cc5ccncc5)c(c24)C1=O)C(=O)N(CCCCCC)C3=O
16655,CCCCCCCCCCCCCCCCCCCCN1C(=O)c2cc(C#Cc3ccccc3)c3c4c(cc(C#Cc5ccccc5)c(c24)C1=O)C(=O)N(CCCCCCCCCCCCCCCCCCCC)C3=O
16656,CCCCCCN1C(=O)c2cc(C#Cc3ccccc3)c3c4c(cc(C#Cc5ccccc5)c(c24)C1=O)C(=O)N(CCCCCC)C3=O
16657,CCCCCCCCCCCCCCCCCCCCN1C(=O)c2cc(C#Cc3cccs3)c3c4c(cc(C#Cc5cccs5)c(c24)C1=O)C(=O)N(CCCCCCCCCCCCCCCCCCCC)C3=O
16658,CCCCCCN1C(=O)c2cc(C#Cc3cccs3)c3c4c(cc(C#Cc5cccs5)c(c24)C1=O)C(=O)N(CCCCCC)C3=O
16659,CCCCCCCCCCCCCCCCCCCCN1C(=O)c2cc(C#Cc3cc4ccccc4s3)c3c4c(cc(C#Cc5cc6ccccc6s5)c(c24)C1=O)C(=O)N(CCCCCCCCCCCCCCCCCCCC)C3=O
16791,C(=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)\c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1
16794,c1ccc2c(c1)c1ccccc1n2-c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(-n7c8ccccc8c8ccccc87)cc6o5)cc4)cc3)oc2c1
16797,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc3ccc(-c4ccc5cc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)oc5c4)cc3o2)cc1
17029,c1ccc(-c2cccc3c2-c2ccccc2C32c3ccccc3-c3ccccc32)cc1
17030,c1ccc(-c2cccc3c2-c2ccccc2C32c3ccccc3-c3ccccc32)nc1
17031,c1cncc(-c2cccc3c2-c2ccccc2C32c3ccccc3-c3ccccc32)c1
17032,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c(-c3ccncc3)cccc21
17033,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2ccc(-c3ccncc3)cc21
17034,c1ccc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)cc1
17043,N#Cc1c(N2CCCCC2)cc(-c2cccc3ccccc23)c2c1CCc1ccccc1-2
17044,N#Cc1c(N2CCCCC2)cc(-c2cccs2)c2c1CCc1ccccc1-2
17045,N#Cc1c(N2CCCCC2)cc(-c2ccc(-c3ccccc3)cc2)c2c1CCc1ccccc1-2
17046,N#Cc1c(N2CCCCC2)cc(-c2ccc(Br)cc2)c2c1CCc1ccccc1-2
17047,N#Cc1c(N2CCCCC2)cc(-c2ccc(Br)s2)c2c1CCc1ccccc1-2
17048,CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)cc2)cc1
17049,CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)s2)cc1
17050,N#Cc1c(N2CCCCC2)cc(-c2ccc(-c3ccccc3)s2)c2c1CCc1ccccc1-2
17091,c1ccc(-n2c3ccccc3c3cc(C4(c5ccc6c(c5)c5ccccc5n6-c5ccccc5)c5cc(-c6ccc7ccc8cccc9ccc6c7c89)ccc5-c5ccc(-c6ccc7ccc8cccc9ccc6c7c89)cc54)ccc32)cc1
17092,CC1(C)c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc21
17097,CC(C)(C)c1ccc(-n2c(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)nc3c4ccccc4c4ccccc4c32)cc1
17098,CC(C)(C)c1ccc(-n2c(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)nc3c4ccccc4c4ccccc4c32)cc1
17099,CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1
17100,c1ccc(N(c2ccccc2)c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1
17103,c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccccc2)cc1
17104,C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3cccc(-c4ccc(C=C(c5ccccc5)c5ccccc5)cc4)c3)cc2)cc1
17107,Cc1ccc(-n2c3ccc(-c4ccc(-c5nc6ccccc6n5-c5ccccc5)cc4)cc3c3cc(-c4ccc(-c5nc6ccccc6n5-c5ccccc5)cc4)ccc32)cc1
17112,c1ccc(C2=C(c3ccccc3)[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1
17113,Fc1ccc(C2=C(c3ccc(F)cc3)[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1
17114,CC(C)(C)c1ccc(C2=C(c3ccc(C(C)(C)C)cc3)[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1
17115,COc1ccc(C2=C(c3ccc(OC)cc3)[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1
17128,c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1
17129,c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2cccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)c2)cc1
17251,CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1
17252,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1
17253,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1
17254,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1
17255,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1
17256,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1
17257,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1
17273,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5-4)c4ccccc4N(c4ccccc4)c4ccccc43)cc2)cc1
17274,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Oc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1
17275,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5O4)c4ccccc4-c4ccccc43)cc2)cc1
17276,O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc32)c2ccccc21
17277,O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc32)c2ccccc21
17278,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2ccc3c(c2)C2(c4cc(-c5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)ccc4-3)c3ccccc3S(=O)(=O)c3ccccc32)cc1
17279,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Sc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1
17290,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c1c1c3ccccc3ccc1c1ccccc21
17291,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5cc(-c6cc(-c7ccccc7)cc(-c7ccccc7)c6)ccc5-4)c4ccccc4-c4c3c3c5ccccc5ccc3c3ccccc43)c2)cc1
17292,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5ccccc5-4)c4ccccc4-c4c3c3c5ccccc5c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc3c3ccccc43)c2)cc1
17300,CCCCCCc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(CCCCCC)s5)s4)c4ccc5c(-c6ccc(-c7ccc(CCCCCC)s7)s6)cc(-c6ccc(-c7ccc(CCCCCC)s7)s6)c6ccc3c4c65)s2)s1
17301,CCCCOc1ccc(-c2cc(-c3ccc(OCCCC)cc3)c3ccc4c(-c5ccc(OCCCC)cc5)cc(-c5ccc(OCCCC)cc5)c5ccc2c3c54)cc1
17302,CCCCCCCCCc1csc2cc(-c3cc(-c4cc5scc(CCCCCCCCC)c5s4)c4ccc5c(-c6cc7scc(CCCCCCCCC)c7s6)cc(-c6cc7scc(CCCCCCCCC)c7s6)c6ccc3c4c65)sc12
17303,CCCCCCCCc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(CCCCCCCC)s5)c5nsnc45)c4ccc5c(-c6ccc(-c7ccc(CCCCCCCC)s7)c7nsnc67)cc(-c6ccc(-c7ccc(CCCCCCCC)s7)c7nsnc67)c6ccc3c4c65)c3nsnc23)s1
17306,CN1c2ccc3c(c2-c2ccccc2S1(=O)=O)-c1ccccc1S(=O)(=O)N3C
17309,c1ccc2c(c1)OB1Oc3ccccc3-c3c1c-2c1c2c3-c3ccccc3OB2Oc2ccccc2-1
17310,CC(C)(C)c1ccc2c(c1)-c1c3c(c4c5c1-c1cc(C(C)(C)C)ccc1OB5Oc1ccc(C(C)(C)C)cc1-4)-c1cc(C(C)(C)C)ccc1OB3O2
17330,F[B-]1(F)n2c(cc3c4ccccc4c4ccccc4c32)-c2ccc3ccccc3[n+]21
17331,c1cc2c3c(c1)ccc1[n+]3[B-]3(Oc4cccc5ccc6[n+](c45)[B-](O2)(O3)n2c-6cc3c4ccccc4c4ccccc4c32)n2c-1cc1c3ccccc3c3ccccc3c12
17332,O=[N+]([O-])c1cccc2c1ccc1[n+]2[B-](F)(F)n2c-1cc1c3ccccc3c3ccccc3c12
17333,Nc1cccc2c1ccc1[n+]2[B-](F)(F)n2c-1cc1c3ccccc3c3ccccc3c12
